campaign_id,date,channel,region,device_type,audience_segment,campaign_objective,impressions,clicks,ctr_pct,spend_usd,conversions,conversion_rate_pct,bounce_rate_pct,session_duration_sec,audience_age,ad_quality_score,revenue_usd,roas_calc,ctr_calc,cvr_calc,cpc,cpa,intent_score,engagement_depth,cost_waste_ratio,campaign_health_score,risk_flag
C00618,21-12-2024,Search,North,Mobile,Gen Z,Leads,105771,5269.0,4.98,12005.42,343.0,6.51,50.28,265,26,8.84,25307.93,2.107866458111577,4.981469576069282,6.508538899430739,2.278068311195446,34.899476744186046,0.33641770670826826,131.75799999999998,11223.867158000001,0.26585080735603184,0
C00619,15-05-2024,Social,North,Mobile,Boomers,App Installs,80402,3105.0,3.86,2951.25,75.0,2.42,48.13,280,27,6.28,4791.51,1.6230027944787875,3.8617962016342675,2.414681262073406,0.9501770766258854,38.83223684210526,0.1379198046000407,145.236,2879.82975,0.1886706672860395,0
C00620,22-04-2025,Display,Central,CTV,Boomers,Sales,203355,3121.0,1.53,2747.0,77.0,2.47,66.34,156,31,5.66,5280.93,1.9217358078602622,1.5347469462420584,2.4663677130044843,0.8798846893017297,35.217948717948715,0.05722007722007723,52.5096,2679.1490999999996,0.16991864178066354,0
C00621,05-12-2025,Search,Central,Desktop,Gen X,Awareness,149998,8251.0,5.5,17292.62,395.0,4.79,43.16,184,32,5.25,18003.14,1.0410278472639043,5.500703338022253,4.786718371303926,2.095567135239942,43.668232323232324,0.19958333333333333,104.5856,16464.303502,0.1578850331419732,0
C00622,01-07-2025,Display,North,Desktop,Millennials,App Installs,170856,1684.0,0.99,1132.36,25.0,1.48,37.07,158,34,5.97,3666.36,3.2349474130020472,0.9856195531936063,1.483679525222552,0.6720237388724035,43.552307692307686,0.061423693196742846,99.4294,1115.601072,0.179233316977811,0
C00623,07-04-2025,Display,West,Mobile,Gen X,Sales,129863,1388.0,1.07,1780.97,3.0,0.22,65.88,170,28,8.01,322.33,0.18088407773419304,1.0688104478531386,0.21598272138228944,1.2821958243340532,445.2425,0.005592105263157895,58.00400000000001,1777.051866,0.24031155961499578,0
C00624,22-12-2024,Affiliate,South,Mobile,Millennials,Awareness,58537,1275.0,2.18,1395.11,33.0,2.59,65.92,270,44,7.16,4047.93,2.8994348582848057,2.1780723632512213,2.586206896551724,1.0933463949843258,41.03264705882353,0.10449790794979079,92.01599999999999,1358.976651,0.2150135667796919,0
C00625,20-07-2024,Video,North,CTV,Gen Z,Leads,154225,3629.0,2.35,6253.37,65.0,1.79,48.94,50,41,6.35,8103.11,1.2955917222677904,2.3530403433921645,1.790633608815427,1.7226914600550964,94.7480303030303,0.017921505806968364,25.529999999999998,6141.434676999999,0.19054068613769132,0
C00626,16-09-2025,Affiliate,South,Mobile,Gen Z,Traffic,77866,1830.0,2.35,1292.84,63.0,3.44,57.91,149,18,6.11,4859.43,3.755819884993508,2.350161172255256,3.440742763517204,0.7060841070453304,20.200625,0.087007299270073,62.71410000000001,1248.366304,0.18348464239287943,0
C00627,02-05-2025,Affiliate,North,Desktop,Boomers,Leads,118997,1818.0,1.53,1472.69,87.0,4.79,24.01,225,22,6.79,8402.93,5.701965813705732,1.527756769021328,4.782847718526663,0.8096151731720725,16.735113636363636,0.4309276289484206,170.9775,1402.1481489999999,0.2045489024358538,0
C00628,20-03-2025,Email,Central,Tablet,Millennials,Leads,46492,613.0,1.32,180.62,43.0,7.01,73.02,87,29,6.15,4034.92,22.216275740557208,1.3184780504592089,7.0032573289902285,0.29416938110749186,4.105,0.08239259659551473,23.472600000000003,167.958538,0.1847697258360152,0
C00629,12-06-2025,Social,East,Mobile,Gen Z,Leads,90651,1896.0,2.09,835.94,127.0,6.7,49.84,224,29,6.94,10252.6,12.250101560446387,2.0915148038653313,6.694781233526621,0.44066420664206646,6.53078125,0.2952006294256491,112.35840000000002,779.9320200000001,0.2088239541303555,0
C00630,30-10-2025,Video,East,Mobile,Gen X,App Installs,243884,4793.0,1.97,6785.1,117.0,2.44,56.78,159,52,7.08,9160.06,1.3498268519473628,1.9652705168419542,2.4405506883604504,1.415331664580726,57.500847457627124,0.06714434060228451,68.7198,6619.54356,0.21253461639878507,1
C00631,22-05-2024,Affiliate,North,CTV,Boomers,App Installs,100813,1229.0,1.22,863.35,0.0,0.0,68.99,246,29,7.51,8.5,0.009833979290796551,1.2190767155355406,0.0,0.701910569105691,863.35,0.0,76.28460000000001,863.35,0.22530005000165737,0
C00632,24-11-2024,Display,North,CTV,Millennials,Leads,221345,1367.0,0.62,1200.18,0.0,0.0,41.47,143,44,5.9,0.0,0.0,0.6175851381999222,0.0,0.8773245614035088,1200.18,0.0,83.69789999999999,1200.18,0.17700000000000002,0
C00633,11-09-2025,Social,East,Mobile,Gen Z,Traffic,59009,977.0,1.66,830.64,29.0,2.97,66.45,217,37,5.72,2476.81,2.978223750661344,1.6556515844772073,2.965235173824131,0.8493251533742331,27.688,0.09555077835433655,72.8035,805.969992,0.17179694400994197,0
C00634,10-10-2025,Affiliate,Central,Mobile,Gen Z,Awareness,91580,2627.0,2.87,2944.22,77.0,2.93,40.87,191,32,7.01,8414.53,2.8570123793808277,2.8684989244493946,2.9299847792998475,1.1203272450532724,37.74641025641025,0.1336589443515644,112.93830000000001,2857.954354,0.2105688347229758,0
C00635,25-12-2025,Social,North,CTV,Gen X,Sales,90654,4017.0,4.43,6226.93,303.0,7.54,50.19,103,45,6.13,23419.59,3.7604131709893975,4.4310848822458775,7.5410652065704324,1.5497585863613739,20.483322368421053,0.15171322523930456,51.3043,5757.419478,0.18420777936070687,0
C00636,01-10-2024,Social,South,Mobile,Boomers,Traffic,112057,2484.0,2.22,2790.74,81.0,3.26,76.52,124,48,6.73,9976.37,3.5735312027624353,2.21670920416213,3.2595573440643864,1.1230342052313882,34.03341463414634,0.05214654282765738,29.1152,2699.761876,0.20201738723755017,0
C00637,05-06-2025,Display,South,CTV,Gen X,Leads,213158,1028.0,0.48,1226.43,1.0,0.1,73.98,191,26,5.13,0.0,0.0,0.4822691042836568,0.09718172983479105,1.191865889212828,613.215,0.0025473459589223793,49.6982,1225.2035700000001,0.15390484674254487,0
C00638,06-06-2024,Search,Central,Tablet,Gen Z,App Installs,151527,7983.0,5.27,8296.11,499.0,6.25,68.0,246,41,7.28,18531.42,2.233478886021759,5.268333245340795,6.25,1.0390919338677356,16.59222,0.22282608695652173,78.71999999999998,7777.603125000001,0.21883531939733802,0
C00639,23-10-2024,Affiliate,North,Desktop,Millennials,App Installs,70012,1044.0,1.49,906.0,42.0,4.02,29.54,203,120,8.04,4996.71,5.509051819184124,1.4911516432662506,4.019138755980861,0.8669856459330143,21.069767441860463,0.2672102161100196,143.0338,869.5788,0.241736422379853,0
C00640,30-06-2025,Search,West,Mobile,Boomers,Leads,111096,4639.0,4.18,12379.9,205.0,4.42,51.92,113,40,5.3,21023.08,1.6980251839527016,4.175630305048742,4.418103448275862,2.668081896551724,60.09660194174757,0.09438019652305366,54.3304,11832.708419999999,0.1591882075140389,1
C00641,22-08-2024,Display,East,Mobile,Boomers,Awareness,208280,2622.0,1.26,2649.99,48.0,1.83,25.2,333,27,8.19,3646.69,1.3755955322351274,1.258876229708903,1.8299656881433473,1.0102897445672894,54.08142857142857,0.23259160305343515,249.084,2601.495183,0.246149537912982,0
C00642,08-11-2025,Display,South,Tablet,Gen X,App Installs,136452,1845.0,1.35,1346.8,0.0,0.0,76.72,164,31,7.19,0.0,0.0,1.3521139146812455,0.0,0.7295774647887324,1346.8,0.0,38.1792,1346.8,0.21570000000000003,0
C00643,21-11-2024,Social,West,Tablet,Boomers,Traffic,134029,2405.0,1.79,3065.85,67.0,2.79,63.63,121,37,7.3,5031.54,1.6406214845851608,1.7943743937924344,2.7847049044056527,1.2742518703241894,45.086029411764706,0.05223425653721182,44.0077,2980.3127849999996,0.21910772609256482,0
C00644,05-01-2025,Affiliate,Central,Desktop,Millennials,Awareness,62523,1482.0,2.37,2385.05,41.0,2.77,49.96,168,23,7.71,4090.17,1.7142012950273464,2.370289808713454,2.7646662171274445,1.6082602832097102,56.786904761904765,0.09131868131868132,84.06719999999999,2318.984115,0.2314824647290995,0
C00645,01-06-2024,Video,North,Desktop,Gen X,Awareness,186026,4775.0,2.57,9369.25,165.0,3.46,43.85,172,32,6.82,19124.92,2.041025586297057,2.5668316964741678,3.4547738693467336,1.9617357621440537,56.441265060240966,0.13269119286510592,96.578,9045.07395,0.2048628444670342,0
C00646,14-11-2025,Display,North,CTV,Gen X,Awareness,243680,2785.0,1.14,2729.37,64.0,2.3,58.14,244,29,5.69,5125.24,1.8771228807817255,1.1428876276771682,2.297200287150036,0.9796733668341708,41.99030769230769,0.09489347311464322,102.13839999999999,2666.59449,0.17089009474336986,0
C00647,30-11-2024,Social,Central,Desktop,Boomers,Sales,86299,2517.0,2.92,2022.22,63.0,2.5,-11.38,143,38,5.73,3542.54,1.7509415683909806,2.9165701042873695,2.5019857029388404,0.8031056393963463,31.5971875,-0.34441233140655103,159.27339999999998,1971.6645,0.17125360198147385,0
C00648,22-02-2024,Search,South,Tablet,Gen Z,Awareness,132950,3528.0,2.65,6749.58,184.0,5.22,49.67,14,39,8.23,12534.47,1.8567989713476472,2.6536092244511136,5.213941626523094,1.912604137149334,36.48421621621622,0.01442273534635879,7.0462,6397.251924,0.24693688265765903,0
C00649,22-02-2025,Social,Central,CTV,Gen X,Sales,66110,2173.0,3.29,3593.71,28.0,1.29,58.33,168,24,6.46,1291.28,0.3592167379287898,3.2868962804979502,1.2879484820607177,1.6530404783808648,123.92103448275863,0.03652789482555199,70.00560000000002,3547.351141,0.19387132676382665,0
C00651,10-03-2025,Search,Central,Mobile,Boomers,Traffic,158555,9748.0,6.15,12830.3,811.0,8.32,33.94,173,30,7.94,63075.16,4.915726387817291,6.147985569767148,8.318801928402914,1.3160631859677916,15.800862068965516,0.4119519175729823,114.28380000000001,11762.81904,0.23900880034220512,0
C00652,24-02-2025,Social,East,Tablet,Gen X,Sales,77402,2047.0,2.64,2485.64,65.0,3.18,46.16,91,27,7.65,6997.46,2.8140221342856226,2.644600338488172,3.173828125,1.21369140625,37.66121212121212,0.061361323155216294,48.9944,2406.5966479999997,0.22963105808022127,0
C00653,20-07-2024,Affiliate,East,Tablet,Boomers,Leads,37634,539.0,1.43,581.71,20.0,3.71,53.27,201,37,7.47,1652.36,2.8356472344734085,1.4321774943536603,3.7037037037037033,1.0772407407407407,27.70047619047619,0.13740740740740742,93.92729999999999,560.128559,0.22437585815455835,0
C00654,18-02-2025,Social,North,Desktop,Millennials,App Installs,138799,4375.0,3.15,6319.84,262.0,5.99,44.88,103,34,7.46,26916.28,4.258339081514482,3.152017291066282,5.987202925045704,1.4442047531992688,24.02980988593156,0.134474716652136,56.77359999999999,5941.281584,0.22407751202141524,0
C00655,21-07-2024,Search,South,Mobile,Millennials,Sales,154869,11307.0,7.3,23022.46,376.0,3.33,44.29,210,27,8.08,30652.91,1.3313772126344172,7.300962097242849,3.3250795896710295,2.035944464096215,61.06753315649867,0.1544049459041731,116.99099999999999,22255.812082,0.24270055017137793,0
C00656,12-01-2025,Video,East,CTV,Gen Z,App Installs,209353,6207.0,2.96,4540.2,197.0,3.17,27.14,188,18,8.91,17859.82,3.932841539681142,2.9648346819263067,3.173324742268041,0.7313466494845361,22.93030303030303,0.21178393745557925,136.9768,4396.27566,0.2677229504467991,0
C00657,07-12-2025,Display,South,CTV,Gen X,Sales,160335,2880.0,1.8,3853.68,93.0,3.23,41.12,95,33,6.85,8940.5,2.319388379839572,1.7962279213651333,3.2280458174245052,1.3376188823325235,40.996595744680846,0.0728513770180437,55.936,3729.206136,0.20565040478293142,0
C00658,15-12-2025,Display,North,Mobile,Millennials,Leads,202063,2568.0,1.27,2244.85,32.0,1.25,37.87,212,18,4.68,3924.81,1.7475833203464168,1.270884472246417,1.2456208641494744,0.8738224990268587,68.02575757575757,0.06817597118600464,131.7156,2216.789375,0.1405386016694936,0
C00659,06-11-2024,Affiliate,Central,Mobile,Millennials,Leads,62452,1472.0,2.36,2203.37,78.0,5.3,60.32,136,28,6.14,6713.49,3.045536820043822,2.3569724432773445,5.295315682281059,1.4958384249830277,27.890759493670885,0.11754729288975864,53.964800000000004,2086.5913899999996,0.1844391382371507,0
C00660,29-08-2024,Social,North,Desktop,Gen X,Sales,80647,1367.0,1.7,1997.06,63.0,4.61,44.38,57,27,8.24,8124.05,4.065968989920223,1.695020335284198,4.605263157894736,1.4598391812865497,31.2040625,0.057904363155575136,31.703400000000002,1904.995534,0.24733084627242785,0
C00661,24-10-2025,Email,North,Tablet,Gen X,Traffic,40624,1110.0,2.73,299.1,114.0,10.27,37.25,97,26,9.11,9069.39,30.221226257914026,2.732307692307692,10.261026102610261,0.26921692169216926,2.6008695652173914,0.2604418300653595,60.86749999999999,268.38243,0.27394919545307883,0
C00662,15-04-2024,Search,West,CTV,Millennials,Awareness,134324,6294.0,4.69,15511.57,352.0,5.59,57.76,100,43,7.57,25354.95,1.6344777171029687,4.685650474595198,5.591739475774425,2.464109610802224,43.94212464589235,0.09513274336283185,42.24,14644.473237,0.2272893162453534,1
C00663,21-04-2024,Video,North,Desktop,Gen Z,Awareness,225192,6487.0,2.88,7977.0,185.0,2.85,34.56,138,36,8.43,14476.19,1.8145136625720732,2.8806401619943784,2.851418002466091,1.2295006165228113,42.88709677419355,0.11060179977502813,90.3072,7749.6555,0.2531196640638179,1
C00664,13-07-2024,Search,South,Desktop,Millennials,Sales,159610,7864.0,4.93,16664.85,490.0,6.23,51.1,196,32,5.89,22070.27,1.324281089773399,4.92697871700572,6.230133502860776,2.118862047043865,33.940631364562115,0.23437236084452975,95.844,15626.629844999998,0.1771526651836868,0
C00665,28-08-2024,Display,North,Tablet,Gen Z,Awareness,154501,1879.0,1.22,2235.94,0.0,0.0,47.0,79,40,7.88,0.0,0.0,1.2161654865309186,0.0,1.1893297872340425,2235.94,0.0,41.870000000000005,2235.94,0.2364,0
C00666,03-08-2024,Search,South,CTV,Millennials,Awareness,151617,5161.0,3.4,10234.71,182.0,3.53,39.36,182,42,6.09,13251.65,1.2946488323721559,3.403949399147858,3.5257652072839987,1.982702440914374,55.92737704918032,0.15918235877106046,110.3648,9873.424737,0.18300945323275367,0
C00667,05-07-2025,Display,North,Mobile,Boomers,Awareness,133771,1550.0,1.16,1157.01,52.0,3.35,14.19,168,32,6.68,2639.78,2.2795830778663397,1.1586879167538797,3.352675693101225,0.7459767891682785,21.830377358490566,0.3705069124423963,144.1608,1118.250165,0.20111654075537827,0
C00668,19-09-2024,Social,Central,CTV,Boomers,Sales,139534,4484.0,3.21,4977.16,209.0,4.66,44.41,170,27,5.87,26895.96,5.402791392803767,3.2135306553911205,4.659977703455964,1.1097346711259755,23.700761904761904,0.17445496586654924,94.50300000000001,4745.224344,0.17645940004774985,0
C00669,16-08-2024,Search,West,CTV,Millennials,Leads,115376,5274.0,4.57,10280.15,326.0,6.18,62.38,142,18,8.26,44365.77,4.315253643804438,4.571101692711719,6.180094786729858,1.9488436018957345,31.43776758409786,0.13846008204480906,53.420399999999994,9644.83673,0.2480853842179182,0
C00670,19-03-2024,Social,South,Tablet,Gen X,Sales,95184,2383.0,2.5,2868.34,87.0,3.65,38.6,195,49,6.58,6757.37,2.3550258944565647,2.5035457267426593,3.649328859060403,1.2031627516778525,32.594772727272726,0.17973484848484847,119.73,2763.64559,0.19775394928004547,0
C00671,10-10-2024,Social,North,Desktop,Gen X,Sales,64812,1746.0,2.69,1573.69,101.0,5.78,69.56,139,25,7.48,7261.3,4.611256818802431,2.693904000740592,5.7813394390383515,0.9007956496851747,15.428333333333335,0.11386337868480725,42.3116,1482.730718,0.2246400900165836,0
C00672,05-08-2025,Video,Central,CTV,Gen Z,Awareness,216824,8412.0,3.88,10224.71,375.0,4.46,53.6,91,35,8.21,37955.2,3.7117422653292533,3.8796264268419236,4.457387376678949,1.215346487578747,27.193377659574466,0.07433333333333333,42.224,9768.687934,0.24646030398246918,1
C00673,20-05-2025,Display,West,Desktop,Boomers,Traffic,192092,3611.0,1.88,4517.83,52.0,1.44,62.46,139,32,5.27,6450.54,1.4274801220669953,1.8798186295179937,1.4396456256921373,1.25078349944629,85.24207547169812,0.03154112826977623,52.18059999999999,4452.773248,0.1581672702953561,0
C00674,22-06-2024,Affiliate,Central,Desktop,Gen Z,Sales,89561,1743.0,1.95,1523.77,48.0,2.75,35.08,193,35,7.85,4102.05,2.690274598791949,1.946137870972064,2.7522935779816518,0.8737213302752294,31.09734693877551,0.14710365853658539,125.2956,1481.866325,0.23579356770022605,0
C00675,15-04-2025,Affiliate,East,CTV,Boomers,Leads,71045,1262.0,1.78,1089.47,41.0,3.25,90.66,170,35,8.25,4075.87,3.7377185984025236,1.7763139374489767,3.246239113222486,0.8626049089469517,25.939761904761905,0.06027711106262274,15.878000000000007,1054.0622250000001,0.24763369179813338,0
C00676,09-05-2025,Email,Central,Tablet,Boomers,Leads,26327,908.0,3.45,367.55,65.0,7.16,70.25,169,31,9.4,4088.52,11.093528693528693,3.4487997569127926,7.15071507150715,0.40434543454345434,5.568939393939394,0.16983017543859646,50.277499999999996,341.23342,0.28237953563790397,0
C00677,12-03-2024,Social,North,Tablet,Millennials,Awareness,72442,1140.0,1.57,1304.03,13.0,1.14,53.75,168,23,9.67,1047.94,0.8030006973019778,1.5736510083790016,1.1393514460999123,1.1428834355828221,93.145,0.034980821917808214,77.7,1289.164058,0.2901706396596269,0
C00678,16-02-2025,Display,North,CTV,Gen X,App Installs,189775,2443.0,1.29,2192.19,34.0,1.39,72.57,104,33,,3230.34,1.4728956451561424,1.2873071410505017,1.3911620294599019,0.896968085106383,62.634,0.019649313578904447,28.52720000000001,2161.718559,0.150044875090756,0
C00679,30-12-2024,Social,South,Mobile,Millennials,Traffic,55847,1461.0,2.62,1576.58,38.0,2.6,46.51,151,31,7.94,3709.61,2.351456027586557,2.6160292221744736,2.5991792065663475,1.0783720930232559,40.4251282051282,0.08263523468743424,80.7699,1535.58892,0.23836918322374745,0
C00680,15-09-2024,Display,Central,Mobile,Millennials,App Installs,189262,1736.0,0.92,1712.55,0.0,0.0,67.51,187,35,8.97,696.07,0.4062151673426513,0.9172421445290415,0.0,0.9859240069084628,1712.55,0.0,60.756299999999996,1712.55,0.2691020654336368,0
C00681,10-04-2025,Video,East,Desktop,Millennials,Traffic,191156,6643.0,3.48,11125.95,274.0,4.12,73.86,68,18,6.48,39299.05,3.5318798053374914,3.475153931061902,4.124021673690548,1.6745860927152318,40.458000000000006,0.037424525781458724,17.775199999999998,10667.560860000001,0.19448916441107458,1
C00682,27-04-2024,Email,East,Tablet,Gen Z,Leads,78352,2568.0,3.28,20.0,254.0,9.89,31.07,198,33,7.0,19458.67,926.6033333333332,3.277475016910648,9.887115609186454,0.007785130400934216,0.0784313725490196,0.6106080449017773,136.4814,18.022,0.21587317078089874,0
C00683,11-10-2024,Email,Central,Desktop,Millennials,Sales,43363,2200.0,5.07,735.49,228.0,10.36,38.5,135,20,7.43,18586.7,25.236866759901698,5.073332718383913,10.35892776010904,0.3341617446615175,3.21174672489083,0.3540759493670886,83.025,659.293236,0.22370200631161277,0
C00684,09-02-2024,Email,East,Desktop,Boomers,Awareness,49991,1423.0,2.85,100.05,98.0,6.89,69.96,82,20,8.35,12042.35,119.17219198416626,2.846455432869259,6.882022471910113,0.07025983146067416,1.0106060606060605,0.07961950394588502,24.63280000000001,93.156555,0.2512574297149951,0
C00685,15-06-2025,Search,North,Desktop,Millennials,Awareness,99683,5343.0,5.36,9173.41,294.0,5.5,57.75,100,26,8.99,12432.53,1.3551312836465779,5.359937402190924,5.501497005988024,1.7165812125748503,31.09630508474576,0.09361702127659574,42.25,8668.872449999999,0.2698850119766734,1
C00686,27-11-2025,Email,West,Mobile,Gen X,App Installs,75209,1477.0,1.96,463.07,119.0,8.06,63.8,174,49,8.91,8181.99,17.63093929795074,1.9638345964632362,8.051420838971584,0.3133085250338295,3.8589166666666666,0.21642592592592594,62.988,425.746558,0.26780143166748505,0
C00687,01-05-2025,Social,South,Tablet,Millennials,Leads,78056,573.0,0.73,888.7,30.0,5.24,36.82,89,28,4.28,2138.73,2.4038777115881755,0.7340789423113878,5.2264808362369335,1.5482578397212545,28.66774193548387,0.12331041776837653,56.23019999999999,842.13212,0.1286468409580722,0
C00688,22-01-2025,Search,North,Desktop,Millennials,Awareness,142268,8974.0,6.31,15349.83,601.0,6.7,65.7,278,24,6.04,60342.37,3.930886473239558,6.3077690853242805,6.696378830083566,1.7102874651810585,25.498056478405317,0.2792503748125937,95.35399999999998,14321.39139,0.18175130644365933,0
C00689,22-05-2025,Email,East,Mobile,Gen X,Sales,52392,1422.0,2.71,957.0,56.0,3.94,77.88,189,31,8.34,5972.11,6.2339352818371605,2.7141030290305954,3.9353478566408993,0.6725228390723823,16.789473684210527,0.09440415821501014,41.80680000000001,919.2942,0.250411316304198,0
C00690,24-11-2024,Email,North,Tablet,Gen X,Leads,79406,2658.0,3.35,327.29,126.0,4.74,35.53,133,50,6.39,10530.35,32.07636540863261,3.347311949828101,4.73862354268522,0.12308762692741633,2.5770866141732287,0.1725759649603066,85.74510000000001,311.776454,0.1921914488699673,0
C00691,27-02-2025,Social,South,CTV,Boomers,Leads,85106,1184.0,1.39,2129.68,41.0,3.46,40.06,112,44,6.65,3726.51,1.7489768524602476,1.3911899138731243,3.459915611814346,1.7971983122362867,50.70666666666666,0.09437895762299074,67.13279999999999,2055.9930719999998,0.19968846422467867,0
C00692,05-02-2025,Social,Central,Tablet,Millennials,App Installs,101441,2880.0,2.84,2970.39,128.0,4.44,55.37,125,47,8.45,12562.12,4.227691417148204,2.8390607440705034,4.442901770218674,1.031027421034363,23.02627906976744,0.09845662586482172,55.7875,2838.504684,0.25370882587903587,0
C00693,13-01-2024,Social,West,Tablet,Gen X,Traffic,55898,1071.0,1.92,1840.54,48.0,4.48,54.67,161,46,9.0,4932.61,2.678524495802426,1.9159555627113185,4.477611940298507,1.7169216417910447,37.56204081632653,0.12956349919166518,72.9813,1758.083808,0.2702601349323876,0
C00694,24-08-2025,Social,North,CTV,Gen Z,Traffic,99358,2317.0,2.33,1963.15,180.0,7.77,57.54,69,43,6.93,12744.69,6.488654125194104,2.331947785303797,7.765314926660914,0.8469154443485764,10.846132596685083,0.09158353262726339,29.2974,1810.613245,0.20810724474085132,0
C00695,15-10-2024,Email,East,Desktop,Gen Z,Sales,69984,3063.0,4.38,395.86,292.0,9.53,93.02,107,33,7.85,31740.87,79.98001814241798,4.376652139744231,9.530026109660575,0.12919712793733681,1.3510580204778158,0.10845671133801318,7.468600000000009,358.134542,0.23611302146612853,0
C00696,28-09-2025,Social,East,Mobile,Millennials,Leads,137106,1766.0,1.29,2267.51,54.0,3.06,58.72,180,52,,4116.02,1.8144156296423644,1.2880451034593419,3.0560271646859083,1.2832541029994342,41.22745454545455,0.09223040857334226,74.30400000000002,2198.1241940000004,0.15018470898723163,0
C00697,22-01-2025,Display,South,Mobile,Gen X,Sales,160963,866.0,0.54,764.28,43.0,4.97,60.5,217,36,3.92,2590.11,3.384525925151579,0.5380084987947615,4.959630911188005,0.8815224913494809,17.37,0.1753642276422764,85.715,726.295284,0.11795086803423968,0
C00698,30-12-2024,Search,East,Desktop,Millennials,Awareness,129126,4710.0,3.65,8341.81,244.0,5.18,57.76,166,48,6.63,22606.18,2.709660174449616,3.6475717704275636,5.179367437911272,1.7707089789853534,34.04820408163265,0.14633764465622875,70.1184,7909.704242,0.19919220880098115,0
C00699,23-01-2025,Display,East,Mobile,Gen Z,Awareness,159374,1332.0,0.84,1067.07,48.0,3.6,55.4,245,36,9.81,2129.16,1.9934648478096004,0.8357647058823529,3.6009002250562636,0.8005026256564141,21.776938775510203,0.15638297872340426,109.27000000000001,1028.65548,0.29460768014025546,0
C00700,17-09-2025,Video,West,CTV,Millennials,Sales,155558,2353.0,1.51,3873.5,137.0,5.82,64.64,118,30,,11633.53,3.002588721125307,1.5126093636498048,5.819881053525913,1.6454970263381479,28.068840579710145,0.10462522851919562,41.7248,3648.0623,0.15021433352200914,0
C00701,02-09-2024,Video,West,Tablet,Boomers,Awareness,121725,2809.0,2.31,3901.5,110.0,3.92,,173,46,8.17,7570.58,1.9399308135810378,2.307641752789051,3.9145907473309607,1.3884341637010675,35.148648648648646,0.13297254901960784,86.5,3748.5612,0.24536286576867075,0
C00702,27-12-2024,Video,Central,Desktop,Millennials,Sales,193348,6913.0,3.58,8994.74,480.0,6.94,54.86,138,34,7.55,38660.01,4.297590859673579,3.575399924488878,6.942435637836273,1.3009459068556553,18.70008316008316,0.17145005370569283,62.293200000000006,8370.505044,0.2268480632297713,0
C00703,16-01-2024,Search,North,Tablet,Gen Z,Leads,127643,6523.0,5.11,5701.21,270.0,4.14,56.08,255,27,7.18,30172.32,5.291337919859142,5.110306790761807,4.138565297363581,0.8738825873697118,21.03767527675277,0.18495094604064471,111.99600000000001,5465.179906,0.215778803673503,0
C00704,05-04-2024,Display,North,Mobile,Gen X,Traffic,155966,1705.0,1.09,2200.88,50.0,2.93,48.15,181,30,10.0,4763.74,2.1634875651715806,1.0931799675572398,2.9308323563892147,1.2900820633059789,43.15450980392157,0.10790030518819939,93.84849999999999,2136.394216,0.3002162984141128,0
C00706,10-03-2025,Email,Central,CTV,Gen Z,Sales,74894,2869.0,3.83,1707.92,209.0,7.28,45.39,39,31,8.05,20544.94,12.022177749689861,3.830696308164764,7.2822299651567945,0.5950940766550523,8.132952380952382,0.06120284544082776,21.297900000000002,1583.5834240000002,0.24167757615706242,0
C00707,01-04-2024,Affiliate,South,CTV,Millennials,Awareness,141544,3125.0,2.21,2085.85,109.0,3.49,54.63,150,43,8.21,12165.4,5.829551716702206,2.2077784450174853,3.486884197056942,0.6672584772872681,18.962272727272726,0.09410390077296422,68.05499999999999,2013.053835,0.24650868889457095,0
C00708,13-09-2024,Search,East,Desktop,Millennials,Sales,125713,4769.0,3.79,11265.87,329.0,6.9,56.68,117,28,5.18,24666.5,2.1892948085848154,3.793531348934884,6.89727463312369,2.3618176100628934,34.139,0.1399618585298197,50.684400000000004,10488.524970000002,0.15567743198502898,0
C00709,02-05-2024,Affiliate,Central,Tablet,Gen X,Leads,108188,1275.0,1.18,1050.11,59.0,4.63,31.53,181,30,7.8,6465.64,6.151249631342106,1.1784931924687352,4.623824451410658,0.8229702194357366,17.50183333333333,0.25761758376882876,123.9307,1001.4899069999999,0.23452143613339008,0
C00710,12-08-2024,Social,North,Mobile,Boomers,App Installs,93023,1703.0,1.83,2586.09,81.0,4.76,59.75,289,27,6.43,5955.31,2.3019338329938273,1.8307103543171654,4.753521126760563,1.5176584507042254,31.53768292682927,0.22644279835390946,116.32249999999999,2462.9921160000004,0.19334254884729954,0
C00711,16-09-2025,Email,West,Desktop,Gen Z,Leads,57511,1603.0,2.79,1189.6,90.0,5.61,60.8,152,40,8.12,5783.93,4.857995968419285,2.7872444011684516,5.610972568578553,0.741645885286783,13.072527472527472,0.13798058252427187,59.584,1122.8634399999999,0.243887231508544,0
C00712,12-05-2024,Search,West,Mobile,Gen X,App Installs,87097,3756.0,4.31,3103.94,325.0,8.65,32.18,242,46,7.09,37240.32,11.99389360180873,4.312383751636088,8.650519031141869,0.8261751397391536,9.521288343558282,0.630892103676914,164.1244,2835.44919,0.21396135938409086,0
C00713,26-12-2025,Video,South,Mobile,Gen Z,Traffic,257092,8373.0,3.26,15793.9,0.0,0.0,30.6,189,18,7.19,0.0,0.0,3.256798123636194,0.0,1.8860640076427035,15793.9,0.0,131.166,15793.9,0.21570000000000003,1
